City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
503,nipawin,53.3668,-104.0009,-16.98,71,100,8.75,CA,1675437814
504,tiksi,71.6872,128.8694,-37.17,99,79,1.34,RU,1675437575
505,hirata,35.4333,132.8167,1.01,75,31,1.78,JP,1675437815
506,yulara,-25.2406,130.9889,21.02,35,0,8.28,AU,1675437816
507,kumluca,36.3703,30.2869,10.79,68,100,0.79,TR,1675437817
508,wanaka,-44.7,169.15,18.39,88,33,1.34,NZ,1675437818
509,sinnamary,5.3833,-52.95,26.1,85,77,5.8,GF,1675437818
510,monrovia,6.3005,-10.7969,31.87,67,18,5.5,LR,1675437819
511,bontang,0.1333,117.5,25.51,84,83,2.86,ID,1675437820
512,charleston,32.7766,-79.9309,10.1,97,20,3.09,US,1675437820
513,baruun-urt,46.6806,113.2792,-18.43,84,13,3.09,MN,1675437821
514,srednekolymsk,67.45,153.6833,-30.0,100,100,1.47,RU,1675437821
515,ulladulla,-35.35,150.4667,15.29,48,2,4.56,AU,1675437822
516,socorro,31.6546,-106.3033,7.49,46,20,3.09,US,1675437822
517,isla vista,34.4133,-119.861,15.19,50,0,0.0,US,1675437651
518,cabra,37.4725,-4.4421,14.78,28,0,1.84,ES,1675437823
519,bathsheba,13.2167,-59.5167,29.34,58,20,9.77,BB,1675437824
520,livermore,37.6819,-121.768,10.21,84,100,4.63,US,1675437824
521,bilma,18.6853,12.9164,29.01,8,96,3.5,NE,1675437825
522,margate,51.3813,1.3862,13.28,73,46,2.24,GB,1675437825
523,mutuipe,-13.2286,-39.5047,33.57,34,0,2.12,BR,1675437826
524,marinette,45.1,-87.6307,-18.73,59,0,4.03,US,1675437826
525,palmer,42.1584,-72.3287,-7.86,26,20,11.83,US,1675437625
526,evensk,61.95,159.2333,-17.92,78,14,4.73,RU,1675437827
527,kavaratti,10.5669,72.642,27.31,66,32,0.89,IN,1675437827
528,malinyi,-8.9333,36.1333,27.27,81,98,1.29,TZ,1675437828
529,ca mau,9.1769,105.15,25.22,77,89,4.52,VN,1675437828
530,praya,14.9215,-23.5087,25.3,50,20,9.26,CV,1675437829
531,sechura,-5.5569,-80.8222,26.91,59,17,2.98,PE,1675437830
532,luderitz,-26.6481,15.1594,22.77,60,47,10.93,NA,1675437830
533,port moresby,-9.4431,147.1797,25.16,85,100,2.49,PG,1675437733
534,puerto carreno,6.189,-67.4859,29.99,54,0,6.69,CO,1675437831
535,zhezkazgan,47.8043,67.7144,-8.01,93,100,5.0,KZ,1675437831
536,le moule,16.3332,-61.3473,27.32,100,14,3.13,GP,1675437832
537,kirando,-7.4167,30.6,26.0,67,86,0.46,TZ,1675437832
538,cam ranh,11.9214,109.1591,24.98,83,20,3.6,VN,1675437833
539,chimbote,-9.0853,-78.5783,22.85,77,92,3.11,PE,1675437718
540,livramento,-3.0254,-60.1803,31.37,70,40,3.09,BR,1675437833
541,aksu,41.1231,80.2644,-6.56,86,5,2.06,CN,1675437834
542,mount isa,-20.7333,139.5,19.87,68,3,2.57,AU,1675437834
543,faya,18.3851,42.4509,17.06,55,15,2.75,SA,1675437835
544,olafsvik,64.8945,-23.7142,4.44,89,100,16.42,IS,1675437835
545,kamien pomorski,53.9685,14.7726,6.09,84,99,13.26,PL,1675437836
546,flinders,-34.5833,150.8552,16.88,54,0,3.7,AU,1675437836
547,matam,15.6175,-13.3303,35.0,13,0,2.06,SN,1675437837
548,puerto quijarro,-17.7833,-57.7667,31.42,60,100,2.52,BO,1675437837
549,muriwai beach,-36.8167,174.45,20.79,94,99,2.81,NZ,1675437838
550,elizabeth city,36.2946,-76.2511,7.25,74,0,5.66,US,1675437583
551,chapada dos guimaraes,-15.4606,-55.7497,26.81,56,100,2.96,BR,1675437839
552,high level,58.5169,-117.136,-17.94,85,75,1.54,CA,1675437839
553,zhuji,29.7188,120.2423,6.02,84,100,1.81,CN,1675437840
554,louis trichardt,-23.0439,29.9032,27.25,51,90,2.13,ZA,1675437841
555,sur,22.5667,59.5289,21.73,60,0,1.99,OM,1675437841
556,orumiyeh,37.5527,45.0761,-0.25,29,20,4.12,IR,1675437842
557,merrill,45.1805,-89.6835,-23.47,71,0,0.45,US,1675437842
558,aguadilla,18.4275,-67.1541,29.14,61,0,5.14,PR,1675437843
559,salinopolis,-0.6136,-47.3561,27.03,82,81,4.15,BR,1675437844
560,sitka,57.0531,-135.33,3.94,87,75,0.0,US,1675437845
561,fort-shevchenko,44.5086,50.263,1.35,97,100,9.02,KZ,1675437845
562,belmonte,-15.8631,-38.8828,29.41,56,0,3.34,BR,1675437846
563,pascagoula,30.3658,-88.5561,9.46,68,0,7.72,US,1675437694
564,huilong,31.8111,121.655,3.85,68,100,2.77,CN,1675437847
565,yerbogachen,61.2767,108.0108,-18.83,99,100,0.93,RU,1675437847
566,pokrovsk,48.282,37.1758,-0.68,83,72,2.63,UA,1675437848
567,marsh harbour,26.5412,-77.0636,25.0,72,0,6.51,BS,1675437848
568,new hope,45.038,-93.3866,-22.73,68,100,2.06,US,1675437849
569,buraydah,26.326,43.975,15.25,32,0,3.31,SA,1675437636
570,yumen,40.2833,97.2,-4.71,41,2,4.05,CN,1675437850
571,caborca,30.5838,-111.101,10.75,34,16,3.91,MX,1675437850
572,pokhara,28.2333,83.9833,13.92,44,0,2.33,NP,1675437851
573,nijar,36.9665,-2.206,13.7,67,20,2.57,ES,1675437852
574,youghal,51.95,-7.8506,10.56,100,100,5.58,IE,1675437852
